Time,RPM,Speed,nGear,Throttle,Brake,X,Y,Z,Distance
0 days 00:01:11.290000,11463,251,7,2,True,881,-4962,1847,5020.836944444446
0 days 00:01:11.523000,11483,235,6,5,True,854,-5075,1846,5036.046666666668
0 days 00:01:11.670000,11353,226,6,5,True,839,-5119,1846,5045.2750000000015
0 days 00:01:11.843000,11224,218,5,5,True,808,-5210,1844,5055.751111111113
0 days 00:01:11.990000,11068,212,5,19,True,776,-5296,1844,5064.407777777778
0 days 00:01:12.170000,10912,207,5,34,True,732,-5385,1844,5074.757777777779
0 days 00:01:13.010000,10756,201,5,49,True,423,-5702,1843,5121.657777777779
0 days 00:01:13.164000,10600,196,5,64,False,347,-5738,1842,5130.042222222223
0 days 00:01:13.210000,10734,197,5,69,False,325,-5748,1843,5132.559444444445
0 days 00:01:13.450000,10869,199,5,74,False,199,-5785,1843,5145.826111111112
0 days 00:01:13.564000,11004,201,5,79,False,101,-5795,1842,5152.191111111112
0 days 00:01:13.689000,11045,202,5,78,False,-3,-5801,1843,5159.205000000001
0 days 00:01:13.724000,11087,204,5,78,False,-24,-5801,1843,5161.188333333334
0 days 00:01:13.884000,11184,206,5,78,False,-80,-5797,1843,5170.3438888888895
0 days 00:01:14.029000,11254,208,5,79,False,-131,-5787,1843,5178.721666666667
0 days 00:01:14.084000,11324,211,5,81,False,-159,-5781,1842,5181.945277777779
0 days 00:01:14.209000,11535,214,5,90,False,-234,-5764,1843,5189.375833333334
0 days 00:01:14.364000,11746,217,5,100,False,-320,-5736,1843,5198.71888888889
0 days 00:01:14.449000,11256,219,5,97,False,-370,-5718,1844,5203.889722222223
0 days 00:01:14.564000,10766,221,5,95,False,-442,-5686,1843,5210.949444444445
0 days 00:01:14.729000,10684,223,5,97,False,-571,-5614,1844,5221.170277777779
0 days 00:01:14.804000,10603,226,6,100,False,-643,-5562,1844,5225.878611111113
0 days 00:01:14.889000,10807,230,6,100,False,-724,-5502,1845,5231.309166666668
0 days 00:01:15.203000,11012,235,6,100,False,-854,-5389,1845,5251.80638888889
0 days 00:01:15.429000,11159,237,6,100,False,-912,-5317,1845,5266.684722222223
0 days 00:01:15.629000,11307,240,6,100,False,-997,-5212,1846,5280.018055555557
0 days 00:01:15.643000,11455,243,6,100,False,-1002,-5204,1846,5280.963055555557
0 days 00:01:15.729000,11490,245,6,100,False,-1036,-5157,1847,5286.815833333335
0 days 00:01:15.803000,11525,248,6,100,False,-1064,-5114,1847,5291.913611111113
0 days 00:01:15.909000,11623,249,6,100,False,-1104,-5052,1847,5299.24527777778
0 days 00:01:16.003000,11721,251,6,100,False,-1137,-4994,1847,5305.7991666666685
0 days 00:01:16.129000,11361,254,6,100,False,-1179,-4916,1848,5314.689166666669
0 days 00:01:16.289000,11002,257,6,100,False,-1229,-4813,1849,5326.11138888889
0 days 00:01:16.443000,10643,260,6,100,False,-1271,-4710,1848,5337.233611111113
0 days 00:01:16.489000,10628,261,6,100,False,-1284,-4679,1849,5340.568611111113
0 days 00:01:16.643000,10613,263,7,100,False,-1322,-4572,1850,5351.819166666668
0 days 00:01:16.769000,10716,264,7,100,False,-1351,-4485,1851,5361.059166666669
0 days 00:01:16.843000,10820,266,7,100,False,-1365,-4435,1851,5366.526944444447
0 days 00:01:16.929000,10896,268,7,100,False,-1383,-4371,1851,5372.929166666669
0 days 00:01:17.229000,10972,270,7,100,False,-1445,-4074,1853,5395.429166666669
0 days 00:01:17.243000,11049,273,7,100,False,-1447,-4062,1853,5396.490833333335
0 days 00:01:17.403000,11158,275,7,100,False,-1464,-3953,1854,5408.713055555558
0 days 00:01:17.603000,11264,278,7,100,False,-1475,-3844,1854,5424.157500000001
0 days 00:01:17.650000,11304,280,7,100,False,-1478,-3812,1855,5427.813055555557
0 days 00:01:17.790000,11345,282,7,100,False,-1486,-3702,1855,5438.779722222224
0 days 00:01:17.843000,11386,284,7,100,False,-1488,-3659,1855,5442.960833333335
0 days 00:01:17.990000,11480,285,7,100,False,-1493,-3544,1856,5454.598333333334
0 days 00:01:18.170000,11574,287,7,100,False,-1497,-3400,1856,5468.948333333335
0 days 00:01:18.283000,11669,289,7,100,False,-1498,-3308,1856,5478.019722222223
0 days 00:01:18.410000,11242,292,7,100,False,-1499,-3206,1858,5488.320833333334
0 days 00:01:18.683000,10816,295,7,100,False,-1498,-2987,1858,5510.691666666668
0 days 00:01:18.710000,10711,296,7,100,False,-1498,-2962,1859,5512.911666666668
0 days 00:01:18.910000,10606,297,7,100,False,-1495,-2747,1861,5529.411666666668
0 days 00:01:18.964000,10502,298,8,100,False,-1493,-2692,1861,5533.881666666668
0 days 00:01:19.310000,10654,299,8,100,False,-1486,-2419,1862,5562.618888888891
0 days 00:01:19.324000,10806,301,8,100,False,-1485,-2411,1862,5563.789444444446
0 days 00:01:19.610000,10872,303,8,100,False,-1481,-2284,1863,5587.861111111113
0 days 00:01:19.724000,10938,305,8,100,False,-1476,-2190,1863,5597.519444444447
0 days 00:01:19.790000,10940,306,8,100,False,-1474,-2131,1864,5603.1294444444475
0 days 00:01:19.884000,10943,307,8,100,False,-1469,-2048,1864,5611.1455555555585
0 days 00:01:20.070000,11022,308,8,100,False,-1461,-1891,1866,5627.0588888888915
0 days 00:01:20.164000,11101,310,8,100,False,-1456,-1815,1866,5635.153333333336
0 days 00:01:20.309000,11131,310,8,100,False,-1449,-1684,1867,5647.639444444447
0 days 00:01:20.404000,11161,311,8,100,False,-1441,-1571,1867,5655.846388888891
0 days 00:01:20.489000,11182,312,8,100,False,-1435,-1473,1868,5663.213055555559
0 days 00:01:20.644000,11204,314,8,100,False,-1424,-1334,1868,5676.732500000003
0 days 00:01:20.709000,11240,315,8,100,False,-1421,-1281,1869,5682.420000000003
0 days 00:01:20.869000,11276,316,8,100,False,-1411,-1141,1870,5696.464444444447
0 days 00:01:21.004000,11313,318,8,100,False,-1401,-1015,1870,5708.389444444447
0 days 00:01:21.204000,11364,319,8,100,False,-1386,-828,1870,5726.111666666668
0 days 00:01:21.209000,11386,319,8,100,False,-1386,-824,1871,5726.554722222224
0 days 00:01:21.294000,11397,319,8,100,False,-1384,-754,1882,5734.086666666668
