Time,RPM,Speed,nGear,Throttle,Brake,X,Y,Z
0 days 00:01:06.450000,11386,322,8,100,FALSE,4198.151282,-1719.578637,1997.305431
0 days 00:01:06.475000,11388,322,8,100,FALSE,4187,-1742,1997
0 days 00:01:06.690000,11391,322,8,100,FALSE,4130.07882,-1856.423809,1995.492421
0 days 00:01:06.815000,11411,322,8,100,FALSE,4099,-1918,1995
0 days 00:01:06.850000,11431,323,8,100,FALSE,4087.79102,-1940.082685,1994.86319
0 days 00:01:07.050000,11404,323,8,100,FALSE,4005.404357,-2101.68473,1994.14168
0 days 00:01:07.135000,11405,323,8,100,FALSE,3968,-2175,1994
0 days 00:01:07.295000,11406,323,8,100,FALSE,3899,-2310,1994
0 days 00:01:07.330000,11407,324,8,100,FALSE,3884.22505,-2338.645215,1993.980275
0 days 00:01:07.535000,11400,324,8,100,FALSE,3799,-2502,1994
0 days 00:01:07.771000,11394,324,8,100,FALSE,3698.713099,-2691.823158,1995.960195
0 days 00:01:07.775000,11416,323,8,100,FALSE,3697,-2695,1996
0 days 00:01:07.875000,11439,323,8,100,FALSE,3654,-2774,1997
0 days 00:01:07.970000,11462,323,8,100,FALSE,3612.441108,-2849.883194,1997.932145
0 days 00:01:08.155000,11444,322,8,100,FALSE,3533,-2994,2000
0 days 00:01:08.291000,11427,322,8,100,FALSE,3479.853212,-3089.169525,2002.162569
0 days 00:01:08.375000,11349,320,8,100,FALSE,3436,-3164,2004
0 days 00:01:08.531000,11271,319,8,100,FALSE,3322.63447,-3349.870301,2008.404953
0 days 00:01:08.555000,11188,318,8,73,FALSE,3307,-3375,2009
0 days 00:01:08.889000,11106,318,8,46,FALSE,3183.076869,-3554.664223,2013.281822
0 days 00:01:08.955000,10881,314,8,30,FALSE,3155,-3589,2014
0 days 00:01:09.174000,10657,310,8,15,FALSE,3034,-3732,2017
0 days 00:01:09.209000,10433,307,8,0,TRUE,3015.904855,-3752.42458,2017.54467
0 days 00:01:09.354000,10561,296,8,0,TRUE,2932,-3834,2020
0 days 00:01:09.574000,10689,286,8,0,TRUE,2710,-3990,2024
0 days 00:01:09.650000,10817,276,8,0,TRUE,2661.412441,-4020.044619,2024.803648
0 days 00:01:09.894000,10952,269,8,1,TRUE,2590,-4046,2026
0 days 00:01:10.010000,11087,262,7,3,TRUE,2534.804064,-4064.973405,2027.049476
0 days 00:01:10.170000,11344,262,6,16,FALSE,2428.029295,-4098.408594,2029.002813
0 days 00:01:10.255000,11077,254,6,35,FALSE,2359,-4110,2030
0 days 00:01:10.409000,10811,247,6,55,FALSE,2215.162068,-4117.088248,2031.624645
0 days 00:01:10.455000,10777,244,6,55,FALSE,2172,-4115,2032
0 days 00:01:10.689000,10744,241,6,56,FALSE,1968.619471,-4071.772761,2032.879787
0 days 00:01:10.850000,10731,239,6,62,FALSE,1868.369819,-4036.471044,2032.971125
0 days 00:01:10.895000,10826,239,6,74,FALSE,1850,-4030,2033
0 days 00:01:11.135000,10922,240,6,87,FALSE,1790,-4001,2033
0 days 00:01:11.170000,11018,241,6,100,FALSE,1773.903092,-3990.083245,2032.910096
0 days 00:01:11.371000,11082,242,6,100,FALSE,1625.519807,-3882.929653,2031.854843
0 days 00:01:11.515000,11142,243,6,100,FALSE,1520,-3796,2031
0 days 00:01:11.729000,11202,245,6,100,FALSE,1416.167794,-3683.016159,2029.979161
0 days 00:01:11.895000,11254,247,6,100,FALSE,1360,-3605,2029
0 days 00:01:11.970000,11306,250,6,100,FALSE,1337.143771,-3571.648072,2028.412861
0 days 00:01:12.289000,11453,253,6,100,FALSE,1247.881542,-3426.598094,2024.740568
0 days 00:01:12.335000,11512,254,6,100,FALSE,1233,-3400,2024
0 days 00:01:12.495000,11571,256,6,100,FALSE,1178,-3298,2021
0 days 00:01:12.569000,11630,258,6,100,FALSE,1155.310476,-3254.240638,2019.429661
0 days 00:01:12.695000,11664,259,6,100,FALSE,1111,-3170,2016
0 days 00:01:12.730000,11698,261,6,100,FALSE,1093.755086,-3138.645758,2014.715998
0 days 00:01:12.935000,11542,263,6,100,FALSE,974,-2928,2006
0 days 00:01:13.090000,11387,266,6,100,FALSE,924.1150723,-2845.315265,2002.257982
0 days 00:01:13.250000,10747,269,6,100,FALSE,894.8527605,-2805.293758,2000.181928
0 days 00:01:13.315000,10808,271,6,100,FALSE,875,-2778,1999
0 days 00:01:13.555000,10870,273,6,100,FALSE,768,-2630,1993
0 days 00:01:13.571000,10932,275,7,100,FALSE,760.5849391,-2619.80323,1992.553923
0 days 00:01:13.755000,10980,276,7,100,FALSE,677,-2506,1988
0 days 00:01:13.771000,11028,278,7,100,FALSE,669.5837585,-2496.038643,1987.795159
0 days 00:01:13.875000,11087,279,7,100,FALSE,621,-2431,1987
0 days 00:01:13.930000,11146,280,7,100,FALSE,595.922246,-2397.088543,1986.369282
0 days 00:01:14.115000,11183,281,7,100,FALSE,510,-2280,1984
0 days 00:01:14.210000,11220,282,7,100,FALSE,458.8176985,-2211.293889,1984.177281
0 days 00:01:14.335000,11284,283,7,100,FALSE,390,-2120,1985
0 days 00:01:14.535000,11348,285,7,100,FALSE,293,-1994,1985
0 days 00:01:14.571000,11412,287,7,100,FALSE,275.4733545,-1971.580659,1985.081954
0 days 00:01:14.730000,11453,287,7,100,FALSE,196.4825002,-1872.068252,1985.963284
0 days 00:01:14.735000,11479,288,7,100,FALSE,194,-1869,1986
0 days 00:01:14.875000,11505,289,7,100,FALSE,123,-1783,1987
0 days 00:01:15.010000,11532,291,7,100,FALSE,43.05801078,-1689.766664,1986.872322
0 days 00:01:15.210000,11464,290,7,100,FALSE,-84.39032905,-1543.864713,1985.209355
0 days 00:01:15.235000,10999,283,7,50,FALSE,-99,-1527,1985
0 days 00:01:15.450000,10534,277,7,0,TRUE,-211.0840565,-1395.960216,1983.270527
0 days 00:01:15.770000,10048,234,7,0,TRUE,-332.9187787,-1247.36451,1980.931955
0 days 00:01:15.930000,10210,208,7,0,TRUE,-375.6148119,-1192.771478,1979.860957
0 days 00:01:16.170000,10040,184,7,0,TRUE,-452.17367,-1115.201633,1978.244613
0 days 00:01:16.490000,10472,157,4,0,TRUE,-589.037627,-1013.263464,1976.028149
0 days 00:01:16.494000,10045,151,4,0,TRUE,-591,-1012,1976
0 days 00:01:16.655000,9618,145,4,0,TRUE,-671,-964,1975
0 days 00:01:16.850000,9192,139,3,0,TRUE,-742.0137925,-931.4642372,1975.115255
0 days 00:01:17.050000,8750,126,3,0,TRUE,-795.3434386,-919.9152871,1975.934575
0 days 00:01:17.095000,8382,122,3,0,TRUE,-808,-918,1976
0 days 00:01:17.330000,8015,119,3,0,TRUE,-878.411558,-911.7825489,1975.612526
0 days 00:01:17.535000,7950,114,3,2,TRUE,-938,-913,1976
0 days 00:01:17.650000,7885,109,3,4,FALSE,-967.8827983,-916.918521,1977.13512
0 days 00:01:17.755000,7904,107,3,12,FALSE,-995,-923,1978
0 days 00:01:17.890000,7924,106,3,21,FALSE,-1032.133401,-934.8975054,1977.984581
0 days 00:01:17.955000,8040,106,3,29,FALSE,-1050,-942,1978
0 days 00:01:18.155000,8156,106,3,37,FALSE,-1103,-969,1979
0 days 00:01:18.171000,8273,107,3,46,FALSE,-1107.197492,-971.5383479,1979.071378
0 days 00:01:18.410000,8747,112,3,56,FALSE,-1169.786887,-1016.123087,1979.55214
0 days 00:01:18.555000,8787,116,3,64,FALSE,-1208,-1046,1980
0 days 00:01:18.690000,8827,121,3,73,FALSE,-1243.977042,-1074.312045,1980.777204
0 days 00:01:18.755000,8586,124,3,60,FALSE,-1262,-1088,1981
0 days 00:01:18.855000,8345,127,3,48,FALSE,-1292,-1109,1981
0 days 00:01:18.890000,8104,131,3,36,FALSE,-1304.328576,-1116.283233,1980.984724
0 days 00:01:19.170000,7807,131,4,0,FALSE,-1419.429214,-1165.504898,1980.997935
0 days 00:01:19.175000,7703,129,4,1,FALSE,-1421,-1166,1981
0 days 00:01:19.330000,7600,127,4,2,FALSE,-1457.010523,-1173.294359,1981.086557
0 days 00:01:19.435000,7761,126,4,11,FALSE,-1481,-1173,1981
0 days 00:01:19.649000,7923,125,4,21,FALSE,-1553.214957,-1165.970624,1980.210937
0 days 00:01:19.755000,7921,125,4,26,FALSE,-1592,-1158,1980
0 days 00:01:19.835000,7919,125,4,31,FALSE,-1620,-1150,1980
0 days 00:01:19.850000,7917,126,4,36,FALSE,-1625.016021,-1148.521592,1979.981323
0 days 00:01:20.170000,8197,128,4,42,FALSE,-1732.66721,-1108.232173,1978.034104
0 days 00:01:20.175000,8449,131,4,51,FALSE,-1735,-1107,1978
0 days 00:01:20.330000,8701,135,4,60,FALSE,-1815.268803,-1060.575026,1977.085344
0 days 00:01:20.355000,8866,136,4,66,FALSE,-1826,-1054,1977
0 days 00:01:20.489000,9031,137,4,72,FALSE,-1863.706706,-1029.211298,1976.929504
0 days 00:01:20.675000,9178,141,4,78,FALSE,-1894,-1001,1977
0 days 00:01:20.771000,9325,145,4,84,FALSE,-1919.224204,-975.7066446,1976.575392
0 days 00:01:20.875000,9568,148,4,92,FALSE,-1950,-943,1976
0 days 00:01:20.970000,9811,151,4,100,FALSE,-1977.065991,-911.4199412,1975.612933
0 days 00:01:21.171000,10591,161,4,100,FALSE,-2033.816569,-839.4964401,1975.013652
0 days 00:01:21.175000,10708,166,4,100,FALSE,-2035,-838,1975
0 days 00:01:21.331000,10825,171,4,100,FALSE,-2083.034165,-777.6729721,1974.396776
0 days 00:01:21.475000,11175,177,4,100,FALSE,-2127,-716,1974
0 days 00:01:21.690000,11526,183,4,100,FALSE,-2185.611779,-610.073948,1974.050561
0 days 00:01:21.755000,11783,188,4,100,FALSE,-2201,-577,1974
0 days 00:01:21.971000,12041,193,4,100,FALSE,-2243.567046,-467.8537609,1973.243684
0 days 00:01:22.015000,11691,196,4,100,FALSE,-2251,-446,1973
0 days 00:01:22.131000,11341,200,4,100,FALSE,-2268.906175,-389.2014476,1972.23015
0 days 00:01:22.274000,11200,204,4,100,FALSE,-2288,-305,1971
0 days 00:01:22.450000,11059,209,5,100,FALSE,-2307.085187,-161.6181111,1969.184779
0 days 00:01:22.474000,11255,213,5,100,FALSE,-2309,-144,1969
0 days 00:01:22.809000,11451,218,5,100,FALSE,-2315.882038,15.48420668,1968.029575
0 days 00:01:22.894000,11565,220,5,100,FALSE,-2313,61,1967
0 days 00:01:22.954000,11680,222,5,100,FALSE,-2310,98,1966
0 days 00:01:23.050000,11795,225,5,100,FALSE,-2303.391098,157.9524869,1965.137375
0 days 00:01:23.209000,11884,228,5,100,FALSE,-2287.29093,256.8600405,1965.076162
0 days 00:01:23.235000,11637,231,5,100,FALSE,-2284,273,1965
0 days 00:01:23.415000,11391,234,5,100,FALSE,-2255,386,1964
0 days 00:01:23.695000,11145,237,5,100,FALSE,-2180,575,1963
0 days 00:01:23.729000,10899,241,6,100,FALSE,-2169.529813,596.6660339,1962.844872
0 days 00:01:23.915000,11041,243,6,100,FALSE,-2109,708,1962
0 days 00:01:23.929000,11184,245,6,100,FALSE,-2104.2537,716.046852,1961.972599
0 days 00:01:24.115000,11242,248,6,100,FALSE,-2039,819,1962
0 days 00:01:24.289000,11301,251,6,100,FALSE,-1973.817471,910.9661395,1961.947154
0 days 00:01:24.315000,11439,254,6,100,FALSE,-1963,926,1962
0 days 00:01:24.535000,11578,257,6,100,FALSE,-1864,1064,1963
0 days 00:01:24.730000,11717,261,6,100,FALSE,-1791.912884,1162.914743,1962.895822
0 days 00:01:24.795000,11821,262,6,100,FALSE,-1761,1204,1963
0 days 00:01:24.892000,11873,263,6,100,FALSE,-1702.741077,1280.300871,1963.499278
